common_name,scientific_name,url,category,depth,distribution,images,size
Trumpetfish,Aulostomus maculatus,https://reefguide.org/trumpet.html,Odd Shaped Swimmers,15-80 ft. (5-25 m),"Caribbean, Bahamas, Florida, Bermuda","['https://reefguide.org/pix/thumb2/trumpet4.jpg', 'https://reefguide.org/pix/thumb2/trumpet9.jpg', 'https://reefguide.org/pix/thumb2/trumpet12.jpg', 'https://reefguide.org/pix/thumb2/trumpet2.jpg', 'https://reefguide.org/pix/thumb2/trumpet10.jpg', 'https://reefguide.org/pix/thumb2/trumpet11.jpg', 'https://reefguide.org/pix/thumb2/trumpet7.jpg', 'https://reefguide.org/pix/thumb2/trumpet13.jpg', 'https://reefguide.org/pix/thumb2/trumpet6.jpg', 'https://reefguide.org/pix/thumb2/trumpet5.jpg', 'https://reefguide.org/pix/thumb2/trumpet1.jpg', 'https://reefguide.org/pix/thumb2/trumpet8.jpg', 'https://reefguide.org/pix/thumb2/trumpet3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/1_2.jpg?itok=CeSIWLjK']",
Longsnout Seahorse,Hippocampus reidi,https://reefguide.org/longsnoutseahorse.html,Seahorses and Pipefish,2-40 ft. (1-12 m),"Caribbean, Bahamas, Florida, Bermuda","['https://reefguide.org/pix/thumb2/longsnoutseahorse5.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse4.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse2.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse3.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse1.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse6.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse7.jpg', 'https://reefguide.org/pix/thumb2/longsnoutseahorse8.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_ian_d_m_robertson_leafy_seadragon.jpg?itok=qX-OoIIC']",
Spotted Moray Eel,Gymnothorax moringa,https://reefguide.org/spottedmoray.html,Eels,6-40 ft. (2-12 m),"Caribbean, Bahamas, Bermuda, Gulf of Mexico, Florida","['https://reefguide.org/pix/thumb2/spottedmoray5.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray1.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray2.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray6.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray8.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray4.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray3.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray7.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray9.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray10.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray11.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray12.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray13.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray14.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray15.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray16.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray17.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray18.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray19.jpg', 'https://reefguide.org/pix/thumb2/spottedmoray20.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/19_2.jpg?itok=EPvAhO86']",
Spotted Eagle Ray,Aetobatus narinari,https://reefguide.org/eagleray.html,Sharks and Rays,10-80 ft. (3-25 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico, Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/eagleray16.jpg', 'https://reefguide.org/pix/thumb2/eagleray2.jpg', 'https://reefguide.org/pix/thumb2/eagleray7.jpg', 'https://reefguide.org/pix/thumb2/eagleray4.jpg', 'https://reefguide.org/pix/thumb2/eagleray5.jpg', 'https://reefguide.org/pix/thumb2/eagleray6.jpg', 'https://reefguide.org/pix/thumb2/eagleray9.jpg', 'https://reefguide.org/pix/thumb2/eagleray3.jpg', 'https://reefguide.org/pix/thumb2/eagleray1.jpg', 'https://reefguide.org/pix/thumb2/eagleray8.jpg', 'https://reefguide.org/pix/thumb2/eagleray10.jpg', 'https://reefguide.org/pix/thumb2/eagleray11.jpg', 'https://reefguide.org/pix/thumb2/eagleray12.jpg', 'https://reefguide.org/pix/thumb2/eagleray13.jpg', 'https://reefguide.org/pix/thumb2/eagleray14.jpg', 'https://reefguide.org/pix/thumb2/eagleray15.jpg', 'https://reefguide.org/pix/thumb2/eagleray17.jpg', 'https://reefguide.org/pix/thumb2/eagleray18.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/noaa_spotted_eagle_ray.jpg?itok=7_9xPxbf']",
Giant Manta Ray,Mobula birostris,https://reefguide.org/giantmanta.html,Sharks and Rays,0-40 ft. (0-12 m),Circumtropical,"['https://reefguide.org/pix/thumb2/giantmanta1.jpg', 'https://reefguide.org/pix/thumb2/giantmanta2.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/33.jpg?itok=Sd5zZLyn']",
Southern Stingray,Dasyatis americana,https://reefguide.org/southernray.html,Sharks and Rays,1-80 ft. (0-25 m),"Caribbean, Bahamas, Florida, Gulf of Mexico","['https://reefguide.org/pix/thumb2/southernray8.jpg', 'https://reefguide.org/pix/thumb2/southernray9.jpg', 'https://reefguide.org/pix/thumb2/southernray7.jpg', 'https://reefguide.org/pix/thumb2/southernray2.jpg', 'https://reefguide.org/pix/thumb2/southernray3.jpg', 'https://reefguide.org/pix/thumb2/southernray4.jpg', 'https://reefguide.org/pix/thumb2/southernray5.jpg', 'https://reefguide.org/pix/thumb2/southernray6.jpg', 'https://reefguide.org/pix/thumb2/southernray1.jpg', 'https://reefguide.org/pix/thumb2/southernray10.jpg', 'https://reefguide.org/pix/thumb2/southernray11.jpg', 'https://reefguide.org/pix/thumb2/southernray12.jpg', 'https://reefguide.org/pix/thumb2/southernray13.jpg', 'https://reefguide.org/pix/thumb2/southernray14.jpg', 'https://reefguide.org/pix/thumb2/southernray15.jpg', 'https://reefguide.org/pix/thumb2/southernray16.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/noaa_southern_stingray.jpg?itok=yOWsTDjn']",
Bull Shark,Carcharhinus leucas,https://reefguide.org/bullshark.html,Sharks and Rays,3-450 ft. (1-137 m),Circumtropical,"['https://reefguide.org/pix/thumb2/bullshark1.jpg', 'https://reefguide.org/pix/thumb2/bullshark2.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_107332190.jpg?itok=ZQOUyizL']",
Lemon Shark,Negaprion brevirostris,https://reefguide.org/lemonshark.html,Sharks and Rays,3-100 ft. (1-30 m),"Caribbean, Bahamas, Florida, Brazil, Gulf of California, Pacific Coast of Mexico to Peru","['https://reefguide.org/pix/thumb2/lemonshark1.jpg', 'https://reefguide.org/pix/thumb2/lemonshark2.jpg', 'https://reefguide.org/pix/thumb2/lemonshark3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_37096219.jpg?itok=UNqInaha']",
Nurse Shark,Ginglymostoma cirratum,https://reefguide.org/nurseshark.html,Sharks and Rays,12-100 ft. (4-30 m),"Caribbean, Bahamas, Florida, Bermuda, Gulf of Mexico, Brazil, Pacific Coast of Mexico to Panama, Gulf of California","['https://reefguide.org/pix/thumb2/nurseshark13.jpg', 'https://reefguide.org/pix/thumb2/nurseshark14.jpg', 'https://reefguide.org/pix/thumb2/nurseshark15.jpg', 'https://reefguide.org/pix/thumb2/nurseshark16.jpg', 'https://reefguide.org/pix/thumb2/nurseshark4.jpg', 'https://reefguide.org/pix/thumb2/nurseshark2.jpg', 'https://reefguide.org/pix/thumb2/nurseshark17.jpg', 'https://reefguide.org/pix/thumb2/nurseshark18.jpg', 'https://reefguide.org/pix/thumb2/nurseshark8.jpg', 'https://reefguide.org/pix/thumb2/nurseshark9.jpg', 'https://reefguide.org/pix/thumb2/nurseshark7.jpg', 'https://reefguide.org/pix/thumb2/nurseshark1.jpg', 'https://reefguide.org/pix/thumb2/nurseshark10.jpg', 'https://reefguide.org/pix/thumb2/nurseshark11.jpg', 'https://reefguide.org/pix/thumb2/nurseshark12.jpg', 'https://reefguide.org/pix/thumb2/nurseshark5.jpg', 'https://reefguide.org/pix/thumb2/nurseshark3.jpg', 'https://reefguide.org/pix/thumb2/nurseshark6.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_436783789.jpg?itok=VSAmYLrK']",
Whale Shark,Rhincodon typus,https://reefguide.org/whaleshark.html,Sharks and Rays,0-500 ft. (0-152 m),Circumtropical,"['https://reefguide.org/pix/whaleshark1.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/whale_shark_5.jpg?itok=9cI6lkx2']",
Caribbean Spiny Lobster,Panulirus argus,https://reefguide.org/lobster.html,Crustaceans,3-200 ft. (1-60 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/lobster8.jpg', 'https://reefguide.org/pix/thumb2/lobster11.jpg', 'https://reefguide.org/pix/thumb2/lobster1.jpg', 'https://reefguide.org/pix/thumb2/lobster6.jpg', 'https://reefguide.org/pix/thumb2/lobster7.jpg', 'https://reefguide.org/pix/thumb2/lobster5.jpg', 'https://reefguide.org/pix/thumb2/lobster2.jpg', 'https://reefguide.org/pix/thumb2/lobster4.jpg', 'https://reefguide.org/pix/thumb2/lobster3.jpg', 'https://reefguide.org/pix/thumb2/lobster10.jpg', 'https://reefguide.org/pix/thumb2/lobster9.jpg', 'https://reefguide.org/pix/thumb2/lobster12.jpg', 'https://reefguide.org/pix/thumb2/lobster13.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/caribbean_reef_octopus_2.jpg?itok=0uew7wbB']",
Peacock Mantis Shrimp,Odontodactylus scyllarus,https://reefguide.org/peacockmantis.html,Crustaceans,10-130 ft. (3-40 m),Indo-West Pacific,"['https://reefguide.org/pix/thumb2/peacockmantis6.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis4.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis5.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis1.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis2.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis3.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis7.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis8.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis9.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis10.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis11.jpg', 'https://reefguide.org/pix/thumb2/peacockmantis12.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_richard_whitcombe_peacock_mantis_shrimp.jpg?itok=o7d3xC03']",
Common Blue Crab,Callinectes sapidus,https://reefguide.org/bluecrab.html,Crustaceans,5-50 ft. (2-15 m),"Caribbean, Bahamas, Florida, Gulf of Mexico, Brazil","['https://reefguide.org/pix/thumb2/bluecrab1.jpg', 'https://reefguide.org/pix/thumb2/bluecrab2.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/20_0.jpg?itok=PZtghU__']",
Horseshoe Crab,Limulus polyphemus,https://reefguide.org/horseshoecrab.html,Crustaceans,1-15 ft. (0-5 m),"Florida, Gulf of Mexico, Yucatan peninsula, East Coast of USA","['https://reefguide.org/pix/thumb2/horseshoecrab4.jpg', 'https://reefguide.org/pix/thumb2/horseshoecrab1.jpg', 'https://reefguide.org/pix/thumb2/horseshoecrab2.jpg', 'https://reefguide.org/pix/thumb2/horseshoecrab3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_6975569.jpg?itok=hrBtHttm']",
Spanish Dancer,Hexabranchus sanguineus,https://reefguide.org/spanishdancer.html,Sea Slugs,3-300 ft. (1-90 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/spanishdancer1.jpg', 'https://reefguide.org/pix/thumb2/spanishdancer2.jpg', 'https://reefguide.org/pix/thumb2/spanishdancer3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/31.jpg?itok=UjjoDbsK']",
Flamingo Tongue,Cyphoma gibbosum,https://reefguide.org/flamingo.html,Gastropods,6-45 ft. (2-15 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/flamingo18.jpg', 'https://reefguide.org/pix/thumb2/flamingo9.jpg', 'https://reefguide.org/pix/thumb2/flamingo2.jpg', 'https://reefguide.org/pix/thumb2/flamingo1.jpg', 'https://reefguide.org/pix/thumb2/flamingo4.jpg', 'https://reefguide.org/pix/thumb2/flamingo3.jpg', 'https://reefguide.org/pix/thumb2/flamingo6.jpg', 'https://reefguide.org/pix/thumb2/flamingo7.jpg', 'https://reefguide.org/pix/thumb2/flamingo8.jpg', 'https://reefguide.org/pix/thumb2/flamingo5.jpg', 'https://reefguide.org/pix/thumb2/flamingo10.jpg', 'https://reefguide.org/pix/thumb2/flamingo11.jpg', 'https://reefguide.org/pix/thumb2/flamingo12.jpg', 'https://reefguide.org/pix/thumb2/flamingo13.jpg', 'https://reefguide.org/pix/thumb2/flamingo14.jpg', 'https://reefguide.org/pix/thumb2/flamingo15.jpg', 'https://reefguide.org/pix/thumb2/flamingo16.jpg', 'https://reefguide.org/pix/thumb2/flamingo17.jpg', 'https://reefguide.org/pix/thumb2/flamingo19.jpg', 'https://reefguide.org/pix/thumb2/flamingo20.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_392894824.jpg?itok=qCWYUwAx']",
Queen Conch,Strombus gigas,https://reefguide.org/queenconch.html,Gastropods,3-100 ft. (1-30 m),"Caribbean, Bahamas, South Florida","['https://reefguide.org/pix/thumb2/queenconch8.jpg', 'https://reefguide.org/pix/thumb2/queenconch7.jpg', 'https://reefguide.org/pix/thumb2/queenconch6.jpg', 'https://reefguide.org/pix/thumb2/queenconch4.jpg', 'https://reefguide.org/pix/thumb2/queenconch3.jpg', 'https://reefguide.org/pix/thumb2/queenconch10.jpg', 'https://reefguide.org/pix/thumb2/queenconch11.jpg', 'https://reefguide.org/pix/thumb2/queenconch9.jpg', 'https://reefguide.org/pix/thumb2/queenconch5.jpg', 'https://reefguide.org/pix/thumb2/queenconch1.jpg', 'https://reefguide.org/pix/thumb2/queenconch2.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_richard_whitcombe_peacock_mantis_shrimp.jpg?itok=o7d3xC03']",
Triton's Trumpet,Charonia tritonis,https://reefguide.org/tritonstrumpet.html,Gastropods,10-130 ft. (3-40 m),"Indo-Pacific, Hawaii, Red Sea","['https://reefguide.org/pix/thumb2/tritonstrumpet1.jpg', 'https://reefguide.org/pix/thumb2/tritonstrumpet2.jpg', 'https://reefguide.org/pix/thumb2/tritonstrumpet3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/39_0.jpg?itok=mCPTZsVa']",
Broadclub Cuttlefish,Sepia latimanus,https://reefguide.org/broadclubcuttlefish.html,Cephalopods,10-100 ft. (3-30 m),"Indo-Pacific, Great Barrier Reef","['https://reefguide.org/pix/thumb2/broadclubcuttlefish1.jpg', 'https://reefguide.org/pix/thumb2/broadclubcuttlefish2.jpg', 'https://reefguide.org/pix/thumb2/broadclubcuttlefish3.jpg', 'https://reefguide.org/pix/thumb2/broadclubcuttlefish4.jpg', 'https://reefguide.org/pix/thumb2/broadclubcuttlefish5.jpg', 'https://reefguide.org/pix/thumb2/broadclubcuttlefish6.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_kristina_vackova_broadclub_cuttlefish.jpg?itok=v3vZDyzd']",
Caribbean Reef Octopus,Octopus briareus,https://reefguide.org/reefoctopus.html,Cephalopods,15-75 ft. (5-23 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/reefoctopus2.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus9.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus3.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus4.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus5.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus6.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus1.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus7.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus8.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus10.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus11.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus12.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus13.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus14.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus15.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus16.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus17.jpg', 'https://reefguide.org/pix/thumb2/reefoctopus18.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/caribbean_reef_octopus_2.jpg?itok=0uew7wbB']",
Giant Anemone,Condylactis gigantea,https://reefguide.org/giantanemone.html,Cnidarians,15-100 ft. (5-30 m),"Caribbean, Bahamas, South Florida","['https://reefguide.org/pix/thumb2/giantanemone1.jpg', 'https://reefguide.org/pix/thumb2/giantanemone4.jpg', 'https://reefguide.org/pix/thumb2/giantanemone2.jpg', 'https://reefguide.org/pix/thumb2/giantanemone3.jpg', 'https://reefguide.org/pix/thumb2/giantanemone5.jpg', 'https://reefguide.org/pix/thumb2/giantanemone6.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/2_3.jpg?itok=Gi-Uv8zw']",
Moon Jelly,Aurelia aurita,https://reefguide.org/moonjelly.html,Cnidarians,0-20 ft. (0-6 m),Worldwide,"['https://reefguide.org/pix/thumb2/moonjelly1.jpg', 'https://reefguide.org/pix/thumb2/moonjelly2.jpg', 'https://reefguide.org/pix/thumb2/moonjelly3.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/30_0.jpg?itok=BHAd7KpD']",
Pin Cushion Sea Star,Culcita novaeguineae,https://reefguide.org/pincushionseastar.html,Echinoderms,3-100 ft. (1-30 m),"Indo-Pacific, Hawaii, French Polynesia","['https://reefguide.org/pix/thumb2/pincushionseastar6.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar5.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar2.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar3.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar4.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar1.jpg', 'https://reefguide.org/pix/thumb2/pincushionseastar7.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_213414643.jpg?itok=oBRREwGj']",
Crown-Of-Thorns,Acanthaster planci,https://reefguide.org/crownofthorns.html,Echinoderms,3-150 ft. (1-45 m),"Indo-Pacific, Hawaii, Red Sea, East Pacific, French Polynesia","['https://reefguide.org/pix/thumb2/crownofthorns6.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns1.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns2.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns3.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns5.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns4.jpg', 'https://reefguide.org/pix/thumb2/crownofthorns7.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_597964892.jpg?itok=MBbesJe0']",
Pinkfish Sea Cucumber,Holothuria edulis,https://reefguide.org/holothuriaedulis.html,Echinoderms,10-130 ft. (3-40 m),"Indo-Pacific, Hawaii","['https://reefguide.org/pix/thumb2/holothuriaedulis1.jpg', 'https://reefguide.org/pix/thumb2/holothuriaedulis2.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/noaa_edible_sea_cucumber.jpg?itok=BgqaWLHP']",
Giant Barrel Sponge,Xestospongia muta,https://reefguide.org/giantbarrel.html,Sponges,50-130 ft. (15-40 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/giantbarrel3.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel4.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel12.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel7.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel5.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel1.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel2.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel6.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel8.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel9.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel10.jpg', 'https://reefguide.org/pix/thumb2/giantbarrel11.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_198431069.jpg?itok=mgZkb0nR']",
Yellow Tube Sponge,Aplysina fistularis,https://reefguide.org/yellowtube.html,Sponges,15-100 ft. (5-30 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/yellowtube9.jpg', 'https://reefguide.org/pix/thumb2/yellowtube7.jpg', 'https://reefguide.org/pix/thumb2/yellowtube6.jpg', 'https://reefguide.org/pix/thumb2/yellowtube10.jpg', 'https://reefguide.org/pix/thumb2/yellowtube8.jpg', 'https://reefguide.org/pix/thumb2/yellowtube11.jpg', 'https://reefguide.org/pix/thumb2/yellowtube1.jpg', 'https://reefguide.org/pix/thumb2/yellowtube2.jpg', 'https://reefguide.org/pix/thumb2/yellowtube3.jpg', 'https://reefguide.org/pix/thumb2/yellowtube4.jpg', 'https://reefguide.org/pix/thumb2/yellowtube5.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/49.jpg?itok=puwVyR9W']",
Elkhorn Coral,Acropora palmata,https://reefguide.org/elkhorncoral.html,Coral,1-55 ft. (0-17 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/elkhorncoral2.jpg', 'https://reefguide.org/pix/thumb2/elkhorncoral3.jpg', 'https://reefguide.org/pix/thumb2/elkhorncoral1.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/17_1.jpg?itok=11Vj1nKK']",
Grooved Brain Coral,Diploria labyrinthiformis,https://reefguide.org/groovedbrain.html,Coral,3-130 ft. (1-40 m),"Caribbean, Bahamas, Florida","['https://reefguide.org/pix/thumb2/groovedbrain4.jpg', 'https://reefguide.org/pix/thumb2/groovedbrain1.jpg', 'https://reefguide.org/pix/thumb2/groovedbrain2.jpg', 'https://reefguide.org/pix/thumb2/groovedbrain3.jpg', 'https://reefguide.org/pix/thumb2/groovedbrain5.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/shutterstock_260309279.jpg?itok=-yy-rhzf']",
Hawksbill Turtle,Eretmochelys imbricata,https://reefguide.org/hawksbill.html,Marine Reptiles and Mammals,0-70 ft. (0-21 m),Circumtropical,"['https://reefguide.org/pix/thumb2/hawksbill12.jpg', 'https://reefguide.org/pix/thumb2/hawksbill18.jpg', 'https://reefguide.org/pix/thumb2/hawksbill4.jpg', 'https://reefguide.org/pix/thumb2/hawksbill7.jpg', 'https://reefguide.org/pix/thumb2/hawksbill8.jpg', 'https://reefguide.org/pix/thumb2/hawksbill23.jpg', 'https://reefguide.org/pix/thumb2/hawksbill19.jpg', 'https://reefguide.org/pix/thumb2/hawksbill9.jpg', 'https://reefguide.org/pix/thumb2/hawksbill1.jpg', 'https://reefguide.org/pix/thumb2/hawksbill2.jpg', 'https://reefguide.org/pix/thumb2/hawksbill3.jpg', 'https://reefguide.org/pix/thumb2/hawksbill10.jpg', 'https://reefguide.org/pix/thumb2/hawksbill11.jpg', 'https://reefguide.org/pix/thumb2/hawksbill5.jpg', 'https://reefguide.org/pix/thumb2/hawksbill6.jpg', 'https://reefguide.org/pix/thumb2/hawksbill13.jpg', 'https://reefguide.org/pix/thumb2/hawksbill14.jpg', 'https://reefguide.org/pix/thumb2/hawksbill15.jpg', 'https://reefguide.org/pix/thumb2/hawksbill16.jpg', 'https://reefguide.org/pix/thumb2/hawksbill17.jpg', 'https://reefguide.org/pix/thumb2/hawksbill20.jpg', 'https://reefguide.org/pix/thumb2/hawksbill21.jpg', 'https://reefguide.org/pix/thumb2/hawksbill22.jpg', 'https://reefguide.org/pix/thumb2/hawksbill24.jpg', 'https://reefguide.org/pix/thumb2/hawksbill25.jpg', 'https://reefguide.org/pix/thumb2/hawksbill26.jpg', 'https://reefguide.org/pix/thumb2/hawksbill27.jpg', 'https://reefguide.org/pix/thumb2/hawksbill28.jpg', 'https://oceana.org/sites/default/files/styles/lightbox_full/public/35.jpg?itok=GyVU-h1O']",
